Transaction Date,Post Date,Description,Category,Type,Amount,Memo
6/14/2024,6/16/2024,TST* PROST - MADISON,Food & Drink,Sale,-58.87,
6/14/2024,6/14/2024,CHEWY.COM,Pets,Sale,-118.35,
6/13/2024,6/14/2024,BIKEREGREGISTRATION,Bills & Utilities,Sale,-180.18,
6/12/2024,6/13/2024,TARGET        00010603,Shopping,Sale,-55.46,
6/11/2024,6/12/2024,SQ *THE SOW'S EAR,Groceries,Sale,-4.25,
6/10/2024,6/11/2024,GEICO  *AUTO,Bills & Utilities,Sale,-73.24,
6/9/2024,6/11/2024,KWIK TRIP #796,Gas,Sale,-47.7,
6/9/2024,6/10/2024,SP FLEET FEET,Shopping,Sale,-79.13,
6/9/2024,6/10/2024,AMZN Mktp US*A62XX2U33,Shopping,Sale,-42.16,
6/8/2024,6/10/2024,KWIK TRIP #1205,Gas,Sale,-33.76,
6/8/2024,6/9/2024,HY-VEE OAKDALE 1462,Groceries,Sale,-6.09,
6/6/2024,6/9/2024,EXXON WATTS MART,Gas,Sale,-45.03,
6/8/2024,6/9/2024,WALGREENS #3343,Health & Wellness,Sale,-4.74,
6/7/2024,6/9/2024,STONE PORCH ALEHOUSE,Food & Drink,Sale,-74.37,
6/8/2024,6/9/2024,Netflix,Bills & Utilities,Sale,-16.34,
6/7/2024,6/9/2024,TST* HOP HAUS BREWING COM,Food & Drink,Sale,-16.12,
6/7/2024,6/9/2024,SQ *BREESE STEVENS FIELD,Entertainment,Sale,-44.1,
6/7/2024,6/9/2024,NYTimes*NYTimes disc,Bills & Utilities,Sale,-6.05,
6/8/2024,6/9/2024,MCDONALD'S F2976,Food & Drink,Sale,-9.38,
6/9/2024,6/9/2024,AMZN Mktp US*NC55I0PK3,Shopping,Sale,-13.7,
6/4/2024,6/5/2024,IN *MADISON DOGMA LLC,Pets,Sale,-240,
6/4/2024,6/5/2024,HY-VEE MADISON 1392,Groceries,Sale,-81.54,
6/4/2024,6/5/2024,TST* TACORIA- PRINCETON,Food & Drink,Sale,-16.96,
6/3/2024,6/5/2024,HERTZ #0190211,Travel,Sale,-734.14,
6/3/2024,6/5/2024,SUNOCO 0368302601,Gas,Sale,-8.92,
6/3/2024,6/4/2024,AG TRAVEL PLAZA 3401101,Groceries,Sale,-6,
6/3/2024,6/4/2024,HEIFER INTL,Gifts & Donations,Sale,-40,
6/2/2024,6/3/2024,SUNOCO 8000011302,Gas,Sale,-47.06,
6/1/2024,6/2/2024,ANNUAL MEMBERSHIP FEE,Bills & Utilities,Fee,-95,
5/31/2024,6/2/2024,CHIPOTLE 2934,Food & Drink,Sale,-11.09,
5/31/2024,6/2/2024,SUNOCO 8001481602,Gas,Sale,-10.58,
5/31/2024,6/2/2024,SHOPRITE SOUTH BRUNSWI,Groceries,Sale,-5.79,
5/31/2024,6/2/2024,EXXON PMG NJ II 2400/8,Gas,Sale,-26.93,
5/31/2024,6/2/2024,CHEWY.COM,Pets,Sale,-83.24,
5/31/2024,6/2/2024,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-8.89,
5/30/2024,5/31/2024,TST* BITCHIN' KITTEN BREW,Food & Drink,Sale,-17.94,
5/29/2024,5/31/2024,TOMMYS TAVERN + TAP,Food & Drink,Sale,-41.5,
5/30/2024,5/31/2024,CHEWY.COM,Pets,Sale,-19.24,
5/30/2024,5/31/2024,Audible*WG66L0FK3,Bills & Utilities,Sale,-15.77,
5/29/2024,5/30/2024,HAIR WORX SALON &amp; BEAUTY,Health & Wellness,Sale,-43.75,
5/29/2024,5/30/2024,AMZN Mktp US*MG3ZY5RL3,Shopping,Sale,-40.34,
5/28/2024,5/29/2024,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-30.6,
5/28/2024,5/29/2024,M THAI GOURMET,Food & Drink,Sale,-38.78,
5/28/2024,5/29/2024,SP FTD.COM,Shopping,Sale,-75.95,
5/27/2024,5/29/2024,GRAPEVINE LOUNGE DISC LIQ,Food & Drink,Sale,-21.31,
5/27/2024,5/28/2024,WL *Steam Purchase,Entertainment,Sale,-7.37,
5/27/2024,5/28/2024,ROOTS,Food & Drink,Sale,-33.59,
5/26/2024,5/28/2024,REI #48 MADISON,Shopping,Return,35.26,
5/27/2024,5/28/2024,UBER   TRIP,Travel,Sale,-49.3,
5/27/2024,5/28/2024,WL *Steam Purchase,Entertainment,Sale,-16.86,
5/25/2024,5/27/2024,THEVIKING,Food & Drink,Sale,-74.77,
5/23/2024,5/26/2024,Capital Brewery Events,Food & Drink,Sale,-14.4,
5/25/2024,5/26/2024,REI.COM  800-426-4840,Shopping,Sale,-66.76,
5/24/2024,5/26/2024,UW TS PARKING RAMP EMV,Travel,Sale,-3,
5/22/2024,5/24/2024,MENARDS MADISON WEST WI,Shopping,Sale,-15.91,
5/23/2024,5/24/2024,AMZN Mktp US*BI0L56FS3,Shopping,Sale,-9.19,
5/22/2024,5/23/2024,WALGREENS #7536,Health & Wellness,Sale,-13.6,
5/22/2024,5/23/2024,SP MOTHER EARTH ESS,Shopping,Sale,-27,
5/22/2024,5/23/2024,KEYMELOCKSMITHS.COM,Shopping,Sale,-10.52,
5/20/2024,5/22/2024,REI #48 MADISON,Shopping,Sale,-35.26,
5/21/2024,5/22/2024,DicksSportingGoods.com,Shopping,Sale,-163.51,
5/19/2024,5/21/2024,TST* FREEHOUSE PUB,Food & Drink,Sale,-27.43,
5/20/2024,5/21/2024,PICK N SAVE #179,Groceries,Sale,-76,
5/20/2024,5/21/2024,SQ *RUTH ELLEN SAUL  LLC,Health & Wellness,Sale,-45,
5/18/2024,5/20/2024,EXXON WATTS MART,Gas,Sale,-42.16,
5/18/2024,5/20/2024,TARGET        00010603,Shopping,Sale,-42.63,
5/19/2024,5/19/2024,AMZN Mktp US*U62EP7A13,Shopping,Sale,-44.76,
5/17/2024,5/19/2024,EXXON WATTS MART,Gas,Sale,-46.32,
5/17/2024,5/19/2024,TST* HOP HAUS BREWING COM,Food & Drink,Sale,-17.12,
